date,nhser21nm,nhser21cdh,nhser21cd,stp21nm,stp21cdh,stp21cd,ccg21nm,ccg21cdh,ccg21cd,registered_patients
2020-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Tameside and Glossop CCG,01Y,E38000182,251295
2020-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Trafford CCG,02A,E38000187,243491
2020-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Warrington CCG,02E,E38000194,220571
2020-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS West Lancashire CCG,02G,E38000200,113641
2020-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Wigan Borough CCG,02H,E38000205,333698
2020-10-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Fylde and Wyre CCG,02M,E38000226,179648
2020-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Barnsley CCG,02P,E38000006,264049
2020-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Bassetlaw CCG,02Q,E38000008,119651
2020-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Calderdale CCG,02T,E38000025,221948
2020-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Doncaster CCG,02X,E38000044,325811
2020-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS East Riding of Yorkshire CCG,02Y,E38000052,307195
2020-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS Hull CCG,03F,E38000085,303159
2020-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North East Lincolnshire CCG,03H,E38000119,170350
2020-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North Lincolnshire CCG,03K,E38000122,182012
2020-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Rotherham CCG,03L,E38000141,264810
2020-10-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Sheffield CCG,03N,E38000146,616067
2020-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS Vale of York CCG,03Q,E38000188,363413
2020-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Wakefield CCG,03R,E38000190,383481
2020-10-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS East Leicestershire and Rutland CCG,03W,E38000051,337664
2020-10-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS Leicester City CCG,04C,E38000097,419319
2020-10-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS West Leicestershire CCG,04V,E38000201,402685
2020-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Cannock Chase CCG,04Y,E38000028,135084
2020-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS East Staffordshire CCG,05D,E38000053,145695
2020-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS North Staffordshire CCG,05G,E38000126,218151
2020-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,E38000153,215431
2020-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Stafford and Surrounds CCG,05V,E38000173,150482
2020-10-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Stoke on Trent CCG,05W,E38000175,296003
2020-10-01,East of England,Y61,E40000007,Cambridgeshire and Peterborough,QUE,E54000021,NHS Cambridgeshire and Peterborough CCG,06H,E38000026,998238
2020-10-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS East and North Hertfordshire CCG,06K,E38000049,611240
2020-10-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS Ipswich and East Suffolk CCG,06L,E38000086,414181
2020-10-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS Herts Valleys CCG,06N,E38000079,660716
2020-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Mid Essex CCG,06Q,E38000106,398618
2020-10-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS North East Essex CCG,06T,E38000117,360144
2020-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Thurrock CCG,07G,E38000185,182190
2020-10-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS West Essex CCG,07H,E38000197,320296
2020-10-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS West Suffolk CCG,07K,E38000204,257862
2020-10-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS Brighton and Hove CCG,09D,E38000021,324054
2020-10-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Oxfordshire CCG,10Q,E38000136,775784
2020-10-01,South East,Y59,E40000005,Hampshire and the Isle of Wight,QRL,E54000042,NHS Portsmouth CCG,10R,E38000137,230623
2020-10-01,South West,Y58,E40000006,Dorset,QVV,E54000041,NHS Dorset CCG,11J,E38000045,808845
2020-10-01,South West,Y58,E40000006,Gloucestershire,QR1,E54000043,NHS Gloucestershire CCG,11M,E38000062,661963
2020-10-01,South West,Y58,E40000006,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,E54000036,NHS Kernow CCG,11N,E38000089,588072
2020-10-01,South West,Y58,E40000006,Somerset,QSL,E54000038,NHS Somerset CCG,11X,E38000150,584794
2020-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Wirral CCG,12F,E38000208,338230
2020-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Newcastle Gateshead CCG,13T,E38000212,530534
2020-10-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Manchester CCG,14L,E38000217,671164
2020-10-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Buckinghamshire CCG,14Y,E38000223,570643
2020-10-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Berkshire West CCG,15A,E38000221,556081
2020-10-01,South West,Y58,E40000006,"Bristol, North Somerset and South Gloucestershire",QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,E38000222,1037921
2020-10-01,Midlands,Y60,E40000008,Birmingham and Solihull,QHL,E54000017,NHS Birmingham and Solihull CCG,15E,E38000220,1336307
2020-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Leeds CCG,15F,E38000225,896118
2020-10-01,Midlands,Y60,E40000008,Joined Up Care Derbyshire,QJ2,E54000012,NHS Derby and Derbyshire CCG,15M,E38000229,1063906
2020-10-01,South West,Y58,E40000006,Devon,QJK,E54000037,NHS Devon CCG,15N,E38000230,1250614
2020-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Tees Valley CCG,16C,E38000247,709076
2020-10-01,Midlands,Y60,E40000008,Herefordshire and Worcestershire,QGH,E54000019,NHS Herefordshire and Worcestershire CCG,18C,E38000236,803655
2020-10-01,East of England,Y61,E40000007,Norfolk and Waveney Health and Care Partnership,QMM,E54000022,NHS Norfolk and Waveney CCG,26A,E38000239,1069649
2020-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Cheshire CCG,27D,E38000233,781844
2020-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Bradford District and Craven CCG,36J,E38000232,643736
2020-10-01,London,Y56,E40000003,South West London Health and Care Partnership,QWE,E54000031,NHS South West London CCG,36L,E38000245,1711750
2020-10-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North Yorkshire CCG,42D,E38000241,431386
2020-10-01,Midlands,Y60,E40000008,Nottingham and Nottinghamshire Health and Care,QT1,E54000014,NHS Nottingham and Nottinghamshire CCG,52R,E38000243,1104472
2020-10-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS West Sussex CCG,70F,E38000248,906162
2020-10-01,Midlands,Y60,E40000008,Lincolnshire,QJM,E54000013,NHS Lincolnshire CCG,71E,E38000238,798803
2020-10-01,London,Y56,E40000003,Our Healthier South East London,QKK,E54000030,NHS South East London CCG,72Q,E38000244,2016421
2020-10-01,Midlands,Y60,E40000008,Northamptonshire,QPM,E54000020,NHS Northamptonshire CCG,78H,E38000242,786946
2020-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS County Durham CCG,84H,E38000234,557218
2020-10-01,South East,Y59,E40000005,Kent and Medway,QKS,E54000032,NHS Kent and Medway CCG,91Q,E38000237,1929550
2020-10-01,South East,Y59,E40000005,Surrey Heartlands Health and Care Partnership,QXU,E54000052,NHS Surrey Heartlands CCG,92A,E38000246,1107131
2020-10-01,South West,Y58,E40000006,"Bath and North East Somerset, Swindon and Wiltshire",QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,E38000231,960573
2020-10-01,London,Y56,E40000003,North London Partners in Health and Care,QMJ,E54000028,NHS North Central London CCG,93C,E38000240,1680405
2020-10-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS East Sussex CCG,97R,E38000235,560879
2020-10-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Liverpool CCG,99A,E38000101,550639
2020-10-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS North Tyneside CCG,99C,E38000127,222609
2020-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Basildon and Brentwood CCG,99E,E38000007,284285
2020-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Castle Point and Rochford CCG,99F,E38000030,185921
2020-10-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Southend CCG,99G,E38000168,189975
2020-10-01,London,Y56,E40000003,East London Health and Care Partnership,QMF,E54000029,NHS North East London CCG,A3A8R,E38000255,2265329
2020-10-01,Midlands,Y60,E40000008,Coventry and Warwickshire,QWU,E54000018,NHS Coventry and Warwickshire CCG,B2M3M,E38000251,1025176
2020-10-01,Midlands,Y60,E40000008,The Black Country and West Birmingham,QUA,E54000016,NHS Black Country and West Birmingham CCG,D2P2L,E38000250,1486894
2020-10-01,South East,Y59,E40000005,Frimley Health and Care ICS,QNQ,E54000034,NHS Frimley CCG,D4U1Y,E38000252,802770
2020-10-01,South East,Y59,E40000005,Hampshire and the Isle of Wight,QRL,E54000042,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,E38000253,1665310
2020-10-01,East of England,Y61,E40000007,"Bedfordshire, Luton and Milton Keynes",QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,E38000249,1041945
2020-10-01,Midlands,Y60,E40000008,Shropshire and Telford and Wrekin,QOC,E54000011,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,E38000257,509615
2020-10-01,London,Y56,E40000003,North West London Health and Care Partnership,QRV,E54000027,NHS North West London CCG,W2U3Z,E38000256,2615650
2020-10-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Kirklees CCG,X2C4Y,E38000254,446623
2020-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Northumberland CCG,00L,E38000130,329887
2020-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS South Tyneside CCG,00N,E38000163,158290
2020-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Sunderland CCG,00P,E38000176,284075
2020-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Blackburn with Darwen CCG,00Q,E38000014,179053
2020-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Blackpool CCG,00R,E38000015,175079
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Bolton CCG,00T,E38000016,316233
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Bury CCG,00V,E38000024,207164
2020-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Chorley and South Ribble CCG,00X,E38000034,186460
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Oldham CCG,00Y,E38000135,260451
2020-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS East Lancashire CCG,01A,E38000050,389769
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,"NHS Heywood, Middleton and Rochdale CCG",01D,E38000080,238851
2020-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Greater Preston CCG,01E,E38000227,215439
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Halton CCG,01F,E38000068,133732
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Salford CCG,01G,E38000143,286461
2020-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS North Cumbria CCG,01H,E38000215,326277
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Knowsley CCG,01J,E38000091,168037
2020-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Morecambe Bay CCG,01K,E38000228,351880
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS South Sefton CCG,01T,E38000161,156618
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Southport and Formby CCG,01V,E38000170,125344
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Stockport CCG,01W,E38000174,317017
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS St Helens CCG,01X,E38000172,198840
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Tameside and Glossop CCG,01Y,E38000182,251269
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Trafford CCG,02A,E38000187,243475
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Warrington CCG,02E,E38000194,220515
2020-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS West Lancashire CCG,02G,E38000200,113761
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Wigan Borough CCG,02H,E38000205,333897
2020-11-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Fylde and Wyre CCG,02M,E38000226,179703
2020-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Barnsley CCG,02P,E38000006,264217
2020-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Bassetlaw CCG,02Q,E38000008,119714
2020-11-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Calderdale CCG,02T,E38000025,221868
2020-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Doncaster CCG,02X,E38000044,325836
2020-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS East Riding of Yorkshire CCG,02Y,E38000052,307008
2020-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS Hull CCG,03F,E38000085,303204
2020-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North East Lincolnshire CCG,03H,E38000119,170336
2020-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North Lincolnshire CCG,03K,E38000122,181940
2020-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Rotherham CCG,03L,E38000141,264716
2020-11-01,North East and Yorkshire,Y63,E40000009,South Yorkshire and Bassetlaw,QF7,E54000009,NHS Sheffield CCG,03N,E38000146,617204
2020-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS Vale of York CCG,03Q,E38000188,364969
2020-11-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Wakefield CCG,03R,E38000190,383621
2020-11-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS East Leicestershire and Rutland CCG,03W,E38000051,337904
2020-11-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS Leicester City CCG,04C,E38000097,420293
2020-11-01,Midlands,Y60,E40000008,"Leicester, Leicestershire and Rutland",QK1,E54000015,NHS West Leicestershire CCG,04V,E38000201,403417
2020-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Cannock Chase CCG,04Y,E38000028,135197
2020-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS East Staffordshire CCG,05D,E38000053,145749
2020-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS North Staffordshire CCG,05G,E38000126,218117
2020-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,E38000153,215540
2020-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Stafford and Surrounds CCG,05V,E38000173,150537
2020-11-01,Midlands,Y60,E40000008,Staffordshire and Stoke on Trent,QNC,E54000010,NHS Stoke on Trent CCG,05W,E38000175,296211
2020-11-01,East of England,Y61,E40000007,Cambridgeshire and Peterborough,QUE,E54000021,NHS Cambridgeshire and Peterborough CCG,06H,E38000026,1000851
2020-11-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS East and North Hertfordshire CCG,06K,E38000049,611683
2020-11-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS Ipswich and East Suffolk CCG,06L,E38000086,414355
2020-11-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS Herts Valleys CCG,06N,E38000079,660745
2020-11-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Mid Essex CCG,06Q,E38000106,398855
2020-11-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS North East Essex CCG,06T,E38000117,360745
2020-11-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Thurrock CCG,07G,E38000185,182264
2020-11-01,East of England,Y61,E40000007,Hertfordshire and West Essex,QM7,E54000025,NHS West Essex CCG,07H,E38000197,320361
2020-11-01,East of England,Y61,E40000007,Suffolk and North East Essex,QJG,E54000023,NHS West Suffolk CCG,07K,E38000204,257856
2020-11-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS Brighton and Hove CCG,09D,E38000021,324753
2020-11-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Oxfordshire CCG,10Q,E38000136,777648
2020-11-01,South East,Y59,E40000005,Hampshire and the Isle of Wight,QRL,E54000042,NHS Portsmouth CCG,10R,E38000137,230948
2020-11-01,South West,Y58,E40000006,Dorset,QVV,E54000041,NHS Dorset CCG,11J,E38000045,809228
2020-11-01,South West,Y58,E40000006,Gloucestershire,QR1,E54000043,NHS Gloucestershire CCG,11M,E38000062,662647
2020-11-01,South West,Y58,E40000006,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,E54000036,NHS Kernow CCG,11N,E38000089,588397
2020-11-01,South West,Y58,E40000006,Somerset,QSL,E54000038,NHS Somerset CCG,11X,E38000150,585326
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Wirral CCG,12F,E38000208,338089
2020-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Newcastle Gateshead CCG,13T,E38000212,533005
2020-11-01,North West,Y62,E40000010,Greater Manchester Health and Social Care Partnership,QOP,E54000007,NHS Manchester CCG,14L,E38000217,673249
2020-11-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Buckinghamshire CCG,14Y,E38000223,571090
2020-11-01,South East,Y59,E40000005,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,E54000044,NHS Berkshire West CCG,15A,E38000221,556390
2020-11-01,South West,Y58,E40000006,"Bristol, North Somerset and South Gloucestershire",QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,E38000222,1039837
2020-11-01,Midlands,Y60,E40000008,Birmingham and Solihull,QHL,E54000017,NHS Birmingham and Solihull CCG,15E,E38000220,1337330
2020-11-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Leeds CCG,15F,E38000225,897314
2020-11-01,Midlands,Y60,E40000008,Joined Up Care Derbyshire,QJ2,E54000012,NHS Derby and Derbyshire CCG,15M,E38000229,1064410
2020-11-01,South West,Y58,E40000006,Devon,QJK,E54000037,NHS Devon CCG,15N,E38000230,1251215
2020-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Tees Valley CCG,16C,E38000247,709224
2020-11-01,Midlands,Y60,E40000008,Herefordshire and Worcestershire,QGH,E54000019,NHS Herefordshire and Worcestershire CCG,18C,E38000236,803961
2020-11-01,East of England,Y61,E40000007,Norfolk and Waveney Health and Care Partnership,QMM,E54000022,NHS Norfolk and Waveney CCG,26A,E38000239,1070886
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Cheshire CCG,27D,E38000233,782292
2020-11-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Bradford District and Craven CCG,36J,E38000232,644045
2020-11-01,London,Y56,E40000003,South West London Health and Care Partnership,QWE,E54000031,NHS South West London CCG,36L,E38000245,1711803
2020-11-01,North East and Yorkshire,Y63,E40000009,"Humber, Coast and Vale",QOQ,E54000051,NHS North Yorkshire CCG,42D,E38000241,431468
2020-11-01,Midlands,Y60,E40000008,Nottingham and Nottinghamshire Health and Care,QT1,E54000014,NHS Nottingham and Nottinghamshire CCG,52R,E38000243,1105776
2020-11-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS West Sussex CCG,70F,E38000248,906961
2020-11-01,Midlands,Y60,E40000008,Lincolnshire,QJM,E54000013,NHS Lincolnshire CCG,71E,E38000238,799602
2020-11-01,London,Y56,E40000003,Our Healthier South East London,QKK,E54000030,NHS South East London CCG,72Q,E38000244,2016529
2020-11-01,Midlands,Y60,E40000008,Northamptonshire,QPM,E54000020,NHS Northamptonshire CCG,78H,E38000242,787208
2020-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS County Durham CCG,84H,E38000234,559574
2020-11-01,South East,Y59,E40000005,Kent and Medway,QKS,E54000032,NHS Kent and Medway CCG,91Q,E38000237,1930983
2020-11-01,South East,Y59,E40000005,Surrey Heartlands Health and Care Partnership,QXU,E54000052,NHS Surrey Heartlands CCG,92A,E38000246,1107293
2020-11-01,South West,Y58,E40000006,"Bath and North East Somerset, Swindon and Wiltshire",QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,E38000231,961791
2020-11-01,London,Y56,E40000003,North London Partners in Health and Care,QMJ,E54000028,NHS North Central London CCG,93C,E38000240,1683357
2020-11-01,South East,Y59,E40000005,Sussex Health and Care Partnership,QNX,E54000053,NHS East Sussex CCG,97R,E38000235,560553
2020-11-01,North West,Y62,E40000010,Cheshire and Merseyside,QYG,E54000008,NHS Liverpool CCG,99A,E38000101,552596
2020-11-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS North Tyneside CCG,99C,E38000127,222607
2020-11-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Basildon and Brentwood CCG,99E,E38000007,284087
2020-11-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Castle Point and Rochford CCG,99F,E38000030,185810
2020-11-01,East of England,Y61,E40000007,Mid and South Essex,QH8,E54000026,NHS Southend CCG,99G,E38000168,190013
2020-11-01,London,Y56,E40000003,East London Health and Care Partnership,QMF,E54000029,NHS North East London CCG,A3A8R,E38000255,2267347
2020-11-01,Midlands,Y60,E40000008,Coventry and Warwickshire,QWU,E54000018,NHS Coventry and Warwickshire CCG,B2M3M,E38000251,1026792
2020-11-01,Midlands,Y60,E40000008,The Black Country and West Birmingham,QUA,E54000016,NHS Black Country and West Birmingham CCG,D2P2L,E38000250,1487291
2020-11-01,South East,Y59,E40000005,Frimley Health and Care ICS,QNQ,E54000034,NHS Frimley CCG,D4U1Y,E38000252,802800
2020-11-01,South East,Y59,E40000005,Hampshire and the Isle of Wight,QRL,E54000042,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,E38000253,1666662
2020-11-01,East of England,Y61,E40000007,"Bedfordshire, Luton and Milton Keynes",QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,E38000249,1043762
2020-11-01,Midlands,Y60,E40000008,Shropshire and Telford and Wrekin,QOC,E54000011,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,E38000257,510245
2020-11-01,London,Y56,E40000003,North West London Health and Care Partnership,QRV,E54000027,NHS North West London CCG,W2U3Z,E38000256,2623755
2020-11-01,North East and Yorkshire,Y63,E40000009,West Yorkshire and Harrogate (Health and Care Partnership),QWO,E54000054,NHS Kirklees CCG,X2C4Y,E38000254,446640
2020-12-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Northumberland CCG,00L,E38000130,329990
2020-12-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS South Tyneside CCG,00N,E38000163,158301
2020-12-01,North East and Yorkshire,Y63,E40000009,Cumbria and North East,QHM,E54000050,NHS Sunderland CCG,00P,E38000176,284094
2020-12-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Blackburn with Darwen CCG,00Q,E38000014,179050
2020-12-01,North West,Y62,E40000010,Healthier Lancashire and South Cumbria,QE1,E54000048,NHS Blackpool CCG,00R,E38000015,174909
